APP_NAME,APP_VERSION_NAME,COUNTRY,LAST_MODIFIED_AT,REVIEW_TEXT,RATING,DEVELOPER_REPLY_DATE_AND_TIME,DEVELOPER_REPLY_TEXT,REVIEW_LINK,OS,Primary Topic,Secondary Topic,Other,REVIEW ENGLISH,MONTH,DATE,TIME
Wallbox,2.13.0(2021-09-17),DE,2021-09-28T17:44:09.000Z,"Das Laden mit der Wallbox Commander 2 funktioniert gut. Probleme habe ich mit dem Zugriff über WLAN und Ethernet. WLAN funktionierte überhaupt nicht, deshalb habe ich ein Kabel verlegt. Seit letzter Woche funktioniert das auch nicht mehr. Auch der Kontakt mit der Service Hotline gestaltet sich schwierig.",1,2021-09-30T06:09:24.000Z,"Hallo Erich, Vielen Dank für Ihren Feedback. Unsere Kundendienstabteilung möchte mehr über Ihr Problem erfahren, um es so schnell wie möglich zu lösen. Bitte verwenden Sie diesen Link https://support.wallbox.com/de/, um weitere Informationen bereitzustellen, oder verwenden Sie die myWallbox-App.",http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOH-KD7_FuyrL8OOz4JFUrbnBi6un_d8OuxbFVKRzXn7JGnUQqOpAMvBK85-fckUdmshesvQZW25dSKmdg&corpus=PUBLIC_REVIEWS,Android,Connectivity,Customer Service Not available,,"Loading with Wallbox Commander 2 works well. I have problems with access via WLAN and Ethernet. Wi-Fi did not work at all, so I laid a cable. Since last week this does not work anymore. The contact with the service hotline is also difficult.",9,2021-09-28,17:44:09.000Z
Wallbox,2.13.0(2021-09-17),EN,2021-09-29T19:16:32.000Z,So difficult to use. Connects and disconnects immediately. Not showing charges for the past three months. Can't change settings on the timer without the app working. Very frustrating,2,2021-09-30T06:14:32.000Z,"Hi Catherine, sorry to hear your experience is not as good as you expected. In order to get a personalized support please contact us at the following link https://support.wallbox.com/en/contact-us/. We'll get you up and running.",http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOFY7zMMcQcyOh41noCIxoI3CHBUUUAFkF5y4VDvl_mHYz2E0Jm1zaiolQk8PnwpyMoElLgGT_4e0h7FFA&corpus=PUBLIC_REVIEWS,Android,Connectivity,Stats,,So difficult to use. Connects and disconnects immediately. Not showing charges for the past three months. Can't change settings on the timer without the app working. Very frustrating,9,2021-09-29,19:16:32.000Z
Wallbox,,EN,2021-09-30T16:12:12.000Z,Unable to even use drop down menu for country during registration.,1,2021-10-04T06:50:29.000Z,"Dear Jeff, we regret the inconvenience caused. To help us understand the problem in detail, please share your contact details at https://support.wallbox.com/en/contact-us/. We would be more than happy to assist you. Best Regards.",http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOFcYO9GSLRHcISLSkOLg2PMjztPrDGo5T5NenTig7LgMsrbTSnp-86H2M6d8g1wWMGNQ7hLY9rQdcJEUw&corpus=PUBLIC_REVIEWS,Android,First Linkage,,,Unable to even use drop down menu for country during registration.,9,2021-09-30,16:12:12.000Z
Wallbox,2.13.0(2021-09-17),NO,2021-09-30T21:08:06.000Z,"Har bare hatt tull med denne appen ,senest nå for to minutter siden hva er problemet. Kjøp ihvertfall ikke denne typen lader den gjør deg forbannet sint og oppgitt,forbannet drit.var nettopp ute i regnværet 30/9 kl.23.00 2021bare skit.kall ikke dette for en god ladeopplevelse. Hrrrrrm",1,2021-10-04T06:51:11.000Z,"Hei Dan, takk for din tilbakemelding. Vår service avdeling vil gjerne vite mer om ditt problem slik at vi kan ordne opp så raskt som mulig. Vennligst bruk denne lenken https://support.wallbox.com/no/ for å fortelle dem mer om ditt problem eller bruk myWallbox appen.",http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOGzwEbf597CbXDnsICcR8sH5jRvqVt3J5boevQryUFG83A6IaQVBBcNTNDOxnj6OATihLpXSjzXlBfteA&corpus=PUBLIC_REVIEWS,Android,Connectivity,,,"Have just had nonsense with this app, no later than two minutes ago What is the problem. Buy at least not this type of charger it makes you cursed angry and stated, cursed, cursed.When just out in the rainy weather 30/9 kl.23.00 2021bare skit. Not this for a good charging experience. HRRRRRM",9,2021-09-30,21:08:06.000Z
Wallbox,2.13.0(2021-09-17),EN,2021-10-01T05:37:02.000Z,"Functionally this just about works but it needs work on the UX. There are lots of poorly designed elements. The statistics,which are a critical part of the app, work only 1 in 10 times of use for me. It's a shame really as I don't feel the app is 'far' from being decent, and could probably easily be fixed.",2,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOGaltel_sBQ-qtSgHb8ulqXoBjPgBa4d86s9foMBkmFalEF5mFsFMPevIVsInuSlYpqaPpGpQurYEWXBg&corpus=PUBLIC_REVIEWS,Android,Stats,,,"Functionally this just about works but it needs work on the UX. There are lots of poorly designed elements. The statistics,which are a critical part of the app, work only 1 in 10 times of use for me. It's a shame really as I don't feel the app is 'far' from being decent, and could probably easily be fixed.",10,2021-10-01,05:37:02.000Z
Wallbox,,PT,2021-10-01T06:23:37.000Z,Lixo completo,1,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOGHzTmrwGlEn4U-t82E8JDhzTrYUVyY3S6JjuIYS75vwz69YcGCba08cDAgKatMwnxpwbPWzZ-feO4ILw&corpus=PUBLIC_REVIEWS,Android,Unknown,,,Trash,10,2021-10-01,06:23:37.000Z
Wallbox,2.13.0(2021-09-17),ES,2021-10-01T18:40:29.000Z,"Todo iba perfectamente hasta que desde la última actualización, no se empareja con mi dispositivo. Necesito una solución ya.",1,2021-10-04T06:54:54.000Z,"Hola Victor, muchas gracias por tu feedback. A nuestro departamento de atención al cliente le interesaría saber más de tu problema para resolverlo cuanto antes. Por favor, accede a este enlace https://support.wallbox.com/es/ o a través de la app de myWallbox para dar más información",http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOEjWdw_4SyRPibJz6X3kOs9ilM3-i_8XPlpKiux1QDdypKonSsoXvKmq4GpEj46samQIiW8S1gQL8fJDQ&corpus=PUBLIC_REVIEWS,Android,Post Update,Connectivity,,"Everything was perfectly until since the last update, do not match my device. I need a solution now.",10,2021-10-01,18:40:29.000Z
Wallbox,2.13.0(2021-09-17),EN,2021-10-05T08:15:55.000Z,Can't see latest charging session because the date filters out today's sessions.,2,2021-10-05T07:48:24.000Z,"Hi, sorry to hear that you can't see the latest charging session. in the following link you can find a few troubleshooting tips https://support.wallbox.com/na/knowledge-base/charging-logs-are-not-displaying/. In case you need further support please contact us at https://support.wallbox.com/en/contact-us/",http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOFaugiSZ0vDjr4C0aptqS89rHo1vKTJ-rt9X6qv5sFeWkqrf-EbF9gUFR87LjMUCsVsvOaAUWmC91LCsw&corpus=PUBLIC_REVIEWS,Android,Stats,,,Can't see latest charging session because the date filters out today's sessions.,10,2021-10-05,08:15:55.000Z
Wallbox,2.14.0(2021-10-01),ES,2021-10-06T05:31:14.000Z,Hola seria una buena aplicación si se podría controlar desde casa ya que pierde cobertura y también lo de quitar las luces que parecen un reclamo para los delincuentes y también un gasto innecesario.,3,2021-10-06T07:06:01.000Z,"Hola, es posible gestionar en remoto el cargador. En este enlace hay una guía para conectarlo a la nube a través de wifi https://support.wallbox.com/es/knowledge-base/como-configurar-wi-fi-en-pulsar-plus/. Para cualquier duda puedes contactar con el equipo de Atención al Cliente en el siguiente enlace https://support.wallbox.com/es/contacto/",http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOE_Pckwu49ZDaIRjWgATIVwpVo3iq7Q5Gol-Zw5W2ub5EsbhbgkbJ0bETKNggj3deHv_opvO-QiTuzx1w&corpus=PUBLIC_REVIEWS,Android,Connectivity,Halo Dimming,,"Hello, it would be a good application if you could control from home since you lose coverage and also remove the lights that seem a claim for criminals and also unnecessary expense.",10,2021-10-06,05:31:14.000Z
Wallbox,2.14.0(2021-10-01),NL,2021-10-06T10:46:26.000Z,Moeilijke toegang. Lastig te updaten Internet problemen. Geen handleiding.,1,2021-10-06T12:18:50.000Z,"Hallo, het spijt ons te horen dat u connectiviteitsproblemen ondervindt. Neem a.u.b. contact met ons op via https://support.wallbox.com/nl/neem-contact-met-ons-op/ voor meer ondersteuning. Via de volgende link vindt u de handleiding terug om uw lader te updaten. https://bit.ly/2ZRTsvU",http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOE3bPl7Petd7ZFZFivTBJpbOm9ny5oLAN7itVyp3OTUtqGrdcoBQTcbPn3oM4EwZVn8jL1-DTtZtuSQFA&corpus=PUBLIC_REVIEWS,Android,Update Process,User Manual,,Difficult access. Difficult to update internet problems. No manual.,10,2021-10-06,10:46:26.000Z
Wallbox,2.14.0(2021-10-01),DE,2021-10-07T14:30:37.000Z,"Gute Punkte: klein, leistungsstark, nicht zu teuer. Verbesserungswürdig Punkte: Lichter nicht ausschaltbar verbrauchen Strom für nix, braucht sehr hohe WLAN- Qualität. App fragt ständig nach Standort und Bluetooth = unfassbar nervig",3,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOG0G3g6EYessNxwNotQEZiCMczBkF04pOsjSWP9Y3M8il58nIGpqW86FBCAOnD20uLyVwqEK5oyYpoaTA&corpus=PUBLIC_REVIEWS,Android,Connectivity,Halo Dimming,Location Services; Login Creedentials Lost,"Good points: small, powerful, not too expensive. Improved points: Lights do not consume except electricity for nothing, very high wireless quality needs. App constantly asks about location and Bluetooth = incredibly annoying",10,2021-10-07,14:30:37.000Z
Wallbox,2.14.0(2021-10-01),EN,2021-10-14T00:15:04.000Z,"Wonky app. Does not work, about half of the time. How can you manually sync/refresh the data the app displays? Can this app be used on multiple devices? I'm frustrated by the, ""something went wrong"", and, ""there's a problem"" messages that arbitrarily pop up. I've had to force close, then reopen the app to proceed. Can we get a fix, please?",2,2021-10-14T08:17:17.000Z,"Hi Karl, sorry to hear that. On our support webpage https://support.wallbox.com/en/ you can find guidelines on how to set up our chargers. Our Customer Service department is always at your disposal for customised support via the following link https://support.wallbox.com/en/contact-us/",http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOFUDKUaDr5vpVsC3InvuALwDHBRUTneabvIGe1w9kNhd7L6FuNqHVMdVitRcNuFQGHMK35aQAQ1SRpPBQ&corpus=PUBLIC_REVIEWS,Android,,,,"Wonky app. Does not work, about half of the time. How can you manually sync/refresh the data the app displays? Can this app be used on multiple devices? I'm frustrated by the, ""something went wrong"", and, ""there's a problem"" messages that arbitrarily pop up. I've had to force close, then reopen the app to proceed. Can we get a fix, please?",10,2021-10-14,00:15:04.000Z
Wallbox,2.14.0(2021-10-01),EN,2021-10-14T02:26:27.000Z,"Update: now my wallbox is bricked. Can't charge my car, can't connect to the wallbox, can't fix it because I can't even get to square one. Someone will literally have to come over and physically open it up to fix it. All it does right now is pipe sleep-disrupting blue light into my neighbors bedroom WITH NO OPTION TO SWITCH OFF EVEN IF IT WAS WORKING. Garbage, garbage app. Perfect example of hardware being fine but software being a major fail.",1,2021-10-14T10:24:42.000Z,"Hi, we apologize for any issue you might be having! Could you send details of what you are experiencing to our customer support at https://support.wallbox.com/en/contact-us/? We'll get you up and running.",http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOH-alWYyCpvLlqudF4hXuLnvQ-or1xDtrO5ZzsC3MQ9UDn8p3-B4F5dpY13VTTqHD1XV3R4iusWyTQGYA&corpus=PUBLIC_REVIEWS,Android,Post Update,Charging,,"Update: now my wallbox is bricked. Can't charge my car, can't connect to the wallbox, can't fix it because I can't even get to square one. Someone will literally have to come over and physically open it up to fix it. All it does right now is pipe sleep-disrupting blue light into my neighbors bedroom WITH NO OPTION TO SWITCH OFF EVEN IF IT WAS WORKING. Garbage, garbage app. Perfect example of hardware being fine but software being a major fail.",10,2021-10-14,02:26:27.000Z
Wallbox,2.14.0(2021-10-01),EN,2021-10-16T19:54:46.000Z,"Very unstable app. Scheduled charging is often a gamble, because of different error messages. Connecting to the charger takes ages and as soon as you leave the app, it disconnects. Knowing this, I would have chosen another charger.",2,2021-10-20T07:39:49.000Z,"Hi Frank, we would like to take a closer look at this for you. Please contact out Customer Service at the following link https://support.wallbox.com/en/.",http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOFCuUXaLtAzSrCHPQlHz6PT4ARqOGdNmPkMbFwxqWyjiLyWXGEZAl26WBnnCSCWZlzt87LpILfPas61Xw&corpus=PUBLIC_REVIEWS,Android,Schedules,Connectivity,,"Very unstable app. Scheduled charging is often a gamble, because of different error messages. Connecting to the charger takes ages and as soon as you leave the app, it disconnects. Knowing this, I would have chosen another charger.",10,2021-10-16,19:54:46.000Z
Wallbox,2.14.0(2021-10-01),NL,2021-10-19T19:48:15.000Z,ik krijg geen internet toegang. Instructies gevogd in handleiding. Connectiviteit optie kan ik niet aanklikken. Kan dus ook geen wifi netwerk selecteren....,1,2021-10-20T09:32:08.000Z,"Hallo Eric, bedankt voor uw feedback. Onze klantenservice zou graag meer willen weten over uw probleem om deze zo spoedig mogelijk te behandelen. Gebruik deze link om meer informatie te geven aan ons of doe dit via de myWallbox app.",http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOF38jBIV4rsQxWDywMmIRWQvkc633TUjk6Mgz1v_IBEfvu5BbmpYHJ1BCD48xfYlhto3Uy0rtp8onEP4A&corpus=PUBLIC_REVIEWS,Android,Connectivity,User Manual,,I don't get internet access. Instructions Puffy in manual. I cannot click Connectivity option. So you cannot select WiFi network ....,10,2021-10-19,19:48:15.000Z
Wallbox,2.14.0(2021-10-01),FI,2021-10-21T11:53:12.000Z,"Kirjautumisongelmat jokapäiväisiä samsung s20 puhelimella. Rekisteröidyn käyttäjän tiedot ei näy, vaikka kirjautuminen jollain tasolla kiinni, koska kirjautuminen ulos on valittavissa. Uloskirjauksen jälkeen sisäänkirjsutuessa on "" meillä on ongelmia sisäänkirjautumisessa, yritä uudelleen myöhemmin"". Kirjautumaan pääsee vasta kännykän uudelleenkäynnistyksen tai Wallbox apin poistamalla ja uudelleenasentamalla. Tämä asia harmittaa todella muuten hyvän laitteen käytössä.",2,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOGT0yGwuSNkYoUmWSyfTKy9JKSXWQThJlfVpulxXAod60ypTXJQ3HvobuDDStWZJ7w1lqeolhQwPR9I2Q&corpus=PUBLIC_REVIEWS,Android,Login,,,"Sign-in problems with everyday Samsung S20 by phone. Registered user information does not appear even if the login is closed because login out is available. Following the checkout, there is a ""we have problems in check-in, try again later"". To sign up, you can only sign up for a mobile phone reboot or by removing and re-installing the Wallbox AP. This thing begins really using a good device.",10,2021-10-21,11:53:12.000Z
Wallbox,2.15.0(2021-10-19),SV,2021-10-22T15:05:11.000Z,En sån kass app! Verkligen B-känsla både vad gäller språk och logik.,1,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOHPVb5HZDvRUI54iAjPtFMVVrzOf2kfNJiXGeV1GofDnVpIZ3Zzgcen7xjjeDoDK2Hp4cgDbCHqDrvU6Q&corpus=PUBLIC_REVIEWS,Android,Language,,,Such a safe app! Really b-feeling both in terms of language and logic.,10,2021-10-22,15:05:11.000Z
Wallbox,2.15.0(2021-10-19),IT,2021-10-23T11:47:36.000Z,"La mia prima impressione è di un eccellente caricatore, di ottima qualità costruttiva; ne consiglio l'abbinamento con il Power boost (venduto a parte), indispensabile per evitare eventuali ""sorprese"" nella ricarica domestica, dovuti a possibili distacchi improvvisi dell'energia. Peccato per la scarsa sensibilità del Wifi che il più delle volte non ne permette il controllo da remoto, nonostante l'abbia installato sul muro perimetrale di casa, vicino ad altri apparati che lo ricevono regolarmente.",3,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOGwpSSq0_gQnJz9dgUP_TRWnIfosFIhb9N3joqYFcgxgAZwM0SglfLSb48s28l4brABj1D0gC34n-MXZA&corpus=PUBLIC_REVIEWS,Android,Connectivity,,,"My first impression is of an excellent loader, of excellent constructive quality; I recommend the combination with the Power Boost (sold separately), indispensable to avoid any ""surprises"" in domestic charging, due to possible sudden energy detachments. Too bad for the poor sensitivity of WiFi which most of the time does not allow remote control, although it has installed it on the perimeter wall of the house, near other devices that receive it regularly.",10,2021-10-23,11:47:36.000Z
Wallbox,2.15.0(2021-10-19),PL,2021-10-24T05:14:29.000Z,Nie działa... Komunikat: wystąpił błąd spróbuj ponownie później. Link aktywacyjny prowadzi do zwykłego logowania i też nie działa,1,2021-10-26T11:10:59.000Z,"Witaj [name], Dziękujemy za Twoją opinię. Zgłoszony przez Ciebie problem został rozwiązany w najnowszej wersji aplikacji. Uprzejmie prosimy o zaktualizowanie aplikacji i ponowne sprawdzenie. Jeśli problem został rozwiązany, będziemy wdzięczni za pozostawienie opinii. Dziękujemy za wyrozumiałość. Zespół Wallbox.",http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOGpDiFfRzJeTyZtStlPuQ3JJtmQCGE8WQIs-OBZGfUi7Oj_-rXm4xNzGnBfaYaNAdDP_WcJOmxq1hJbng&corpus=PUBLIC_REVIEWS,Android,First Linkage,,,It does not work ... Message: An error occurred. Try again later. The activation link leads to ordinary login and does not work either,10,2021-10-24,05:14:29.000Z
Wallbox,2.15.0(2021-10-19),EN,2021-10-25T08:37:21.000Z,Can't log in and cannot reset password in app. Total junk app.,1,2021-10-26T10:48:00.000Z,"Hello Andy, thank you for your feedback. The issue you raise was solved in our latest app update. We kindly ask you to update your app and check again. If the problem is fixed in doing so then we'd really appreciate you updating your review. Thank you for your understanding. The Wallbox Team.",http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOEg1SsDTDLzJNUsKQoXnlle4lNS5HgLT5a-5ccdDCyaBPYb6qJhxGTUo-D18fGgzXDAjScBgZUCKgAXrQ&corpus=PUBLIC_REVIEWS,Android,Login,,,Can't log in and cannot reset password in app. Total junk app.,10,2021-10-25,08:37:21.000Z
Wallbox,2.15.0(2021-10-19),EN,2021-10-25T11:58:48.000Z,Terrible,1,2021-10-26T10:37:42.000Z,"Hi Sebastian, we are always looking to improve the experience for our users, and really appreciate the feedback. If there is anything specific we can look into, please contact us at https://support.wallbox.com/en/contact-us/.",http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOE5HaFsf0zAY7Uq7QfdJoABAqEQrtKUk_Z_cA2ecOs-2W1tARFhBXehJ7r5iFMWFNJdqvk3zJ8GNOop6Q&corpus=PUBLIC_REVIEWS,Android,Unknown,,,Terrible,10,2021-10-25,11:58:48.000Z
Wallbox,2.15.0(2021-10-19),FR,2021-10-25T15:31:41.000Z,"Je viens de l'installer elle ne fonctionne pas, je n'ai pas accès à ma box",1,2021-10-26T10:39:52.000Z,"Bonjour Camélia, merci pour vos commentaires. Notre service client souhaite en savoir plus sur votre problème afin de le résoudre le plus rapidement possible. Veuillez utiliser ce lien pour leur fournir plus d'informations https://support.wallbox.com/fr/nous-contacter/ ou utiliser l'application myWallbox",http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOGKoVXB-M2AcHgxIc8gGVcAYTvE9DH87bkAaAa9vX3KJslQgiBXQ5l3wBZghucosNH1dRU4K72ycmAuRQ&corpus=PUBLIC_REVIEWS,Android,First Linkage,,,"I just installed it does not work, I do not have access to my box",10,2021-10-25,15:31:41.000Z
Wallbox,2.15.0(2021-10-19),DE,2021-10-25T17:46:12.000Z,"App installiert, aber leider kann ich mich nicht anmelden. Es kommt immer eine Fehlermeldung.",1,2021-10-26T10:44:45.000Z,"Hallo Annette, vielen Dank für Ihr Feedback. Das von Ihnen angesprochene Problem wurde in unserem letzten App-Update behoben. Wir bitten Sie, Ihre App zu aktualisieren und erneut zu überprüfen. Wenn das Problem dabei behoben wird, würden wir uns freuen, wenn Sie Ihre Bewertung aktualisieren. Vielen Dank für Ihren Verständnis.Das Wallbox-Team.",http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOG8PImAeMEjMkYXHV613bsArk724mP3bgVxj3TViCocFoKP3x4kfpQRYqnG12sD7FZ9X9cRpnFpObivPw&corpus=PUBLIC_REVIEWS,Android,First Linkage,,,"App installed, but unfortunately I can not log in. There is always an error message.",10,2021-10-25,17:46:12.000Z
Wallbox,2.15.1(2021-10-25),ES,2021-10-26T10:35:44.000Z,No funciona,1,2021-10-27T07:07:42.000Z,"Hola Diego, estamos intentando siempre mejorar la experiencia de nuestros usuarios. En el siguiente enlace https://support.wallbox.com/es/contacto/ puede contactar con nuestro servicio de Atención al Cliente que le dará todo el soporte para solucionar su caso.",http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOFq35JEczfc00w1ZoWdEHFJ7181a4n92Y-et5kwqsL9xq7MJbR68KUaEqLn242KBa4liXNp7ySG_UN5iQ&corpus=PUBLIC_REVIEWS,Android,Charging,,,Out of order,10,2021-10-26,10:35:44.000Z
Wallbox,2.15.1(2021-10-25),EN,2021-10-27T07:25:47.000Z,Real problems. WiFi doesn't connect and the date and time charge times are confused.,1,2021-10-27T10:38:36.000Z,"Hello, sorry about the issue. We would like to help. Please contact us at https://support.wallbox.com/en/contact-us/.",http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOFpfHmbl1tV6BmsB8T9AKMgdHmGkBXUlFUry7VVdcwH3ts3qejx_yy4Hm8YZ63ZXbrzp-ODwqM3c7v2eA&corpus=PUBLIC_REVIEWS,Android,Connectivity,Schedules,,Real problems. WiFi doesn't connect and the date and time charge times are confused.,10,2021-10-27,07:25:47.000Z
Wallbox,2.15.1(2021-10-25),NO,2021-10-27T16:17:42.000Z,Har problener med å få den på nett. Kjøpte derfor et mesh system for å rette på problemet. Ikke noe bedring. Stadig uten nett og får ikke ladet bilen når jeg skal. Forslag? Virker dårlig på lading på tid. Starter sjeldent. Samme problem?,1,2021-10-29T09:12:17.000Z,"Hei, takk for din tilbakemelding. Vår service avdeling vil gjerne vite mer om ditt problem slik at vi kan ordne opp så raskt som mulig. Vennligst bruk denne lenken https://support.wallbox.com/no/ for å fortelle dem mer om ditt problem eller bruk myWallbox appen.",http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOFbzZbQISfqlj0_zIIeoOcTFtowN4zCt1nCCF38UYpx-0UIZmAaRDWoAY1CutKphlCcdchH3JDtmbWilw&corpus=PUBLIC_REVIEWS,Android,Connectivity,,,"Has problen with getting it online. Therefore, bought a mesh system to correct the problem. No improvement. Still without a net and get not charged the car when I'm going. Suggestion? Seems bad on charging on time. Starts infrequently. Same problem?",10,2021-10-27,16:17:42.000Z
Wallbox,2.15.1(2021-10-25),EN,2021-10-31T09:21:57.000Z,"La aplicación está llena de Bugs en la parte de la planificación de la carga, a parte de que no es nada intuitiva la manera de añadir un segundo horario de carga. Lo pongo de 00:01 a 23:59 de sábado a domingo y cuando me vuelvo a meter para comprobarlo está de 23:01 a 23:59 los lunes y martes, muy descontento con la aplicación la verdad",1,2021-11-02T07:47:04.000Z,"Hola Álvaro, muchas gracias por tu feedback. A nuestro departamento de atención al cliente le interesaría saber más de tu problema para resolverlo cuanto antes. Por favor, accede a este enlace https://support.wallbox.com/es/ para dar más información o sino también lo puedes hacer a través de la app de myWallbox.",http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOHojDkG6P12q8LSZU9_wzsIxlBMHCNe5Woq-sNEgmUK3uZfGrHMl07eVJbQ_IrOSRN4LeNX2LSidbZ-cQ&corpus=PUBLIC_REVIEWS,Android,Schedules,,,"The application is full of bugs in the part of the load planning, apart from the fact that it is nothing intuitive how to add a second load schedule. I put it from 00:01 to 23:59 from Saturday to Sunday and when I get back to check it it's from 23:01 to 23:59 on Mondays and Tuesdays, very discontent with the application the truth",10,2021-10-31,09:21:57.000Z
Wallbox,2.15.1(2021-10-25),EN,2021-10-31T14:14:34.000Z,"Al cargador se le quedó grabada una programación horaria y no se borra, y aunque consigas borrarla el cargador actúa como si siguiera existiendo. Hace más de 10 días que informé a sopirte técnico de wallbox y ni una respuesta! Después de pagar un cargador caro por su 'supuesta' conectividad y app y resulta qye funcional MAL.",2,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOEsdByr10dFtTGPUnMHZBbJEP7k87UqvwNjwRHcWape96KLo8_GZm7QOM7VYJR0PZ_6xlJvixwO16ByQQ&corpus=PUBLIC_REVIEWS,Android,Schedules,,,"The charger was recorded and a time programming was recorded and it is not deleted, and although you can delete it the charger acts as if it continued to exist. More than 10 days ago I informed Wallbox technician soping and not a response! After paying an expensive charger for its 'alleged' connectivity and app and it turns out functional mal.",10,2021-10-31,14:14:34.000Z
Wallbox,2.16.1(2021-10-29),NL,2021-11-05T20:06:59.000Z,Werkt totaal niet! Geen wifi contact. Aanvankelijk wel contact met bluetooth. Als ik dan op koppelen druk blijft het roze rond draaien met vervolgens grijs blad dat de verbinding niet gemaakt kon worden,1,2021-11-08T20:14:13.000Z,"Hallo, bedankt voor uw feedback. Onze klantenservice zou graag meer willen weten over uw probleem om deze zo spoedig mogelijk te behandelen. Gebruik deze link [https://support.wallbox.com/nl/neem-contact-met-ons-op/] om meer informatie te geven aan ons of doe dit via de myWallbox app.",http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOEBaEe7lxHuL9ZkfkDAB7D1ij8Fou1O4O--D4wYve2cT2eWtBISFiBVLxKcjhlZoZg-2C3UB0VVMX8n4Q&corpus=PUBLIC_REVIEWS,Android,Connectivity,,,Does not work at all! No wifi contact. Initially contact with Bluetooth. If I then click on Peeling Pink Run Round With Then Gray Sheet that the connection could not be made,11,2021-11-05,20:06:59.000Z
Wallbox,2.16.1(2021-10-29),NL,2021-11-06T08:13:51.000Z,Bagger. niet aan de gang te krijgen,1,,,http://play.google.com/console/developers/8921222827880178743/app/4972514835925816075/user-feedback/review-details?reviewId=gp:AOqpTOEwnsJzqUCJHo1ozj9Nepv1omd6Fnvnz5I17IEHGtH8pP-k7vl1gaWwEHWV86aNrzZJmUUsyViy2opSmw&corpus=PUBLIC_REVIEWS,Android,Unknown,,,Dredging. Don't get going,11,2021-11-06,08:13:51.000Z
